 FGFE for each feature
 Type | Sphere Center X | Y | Z | Sphere radius R | FGFE
 Aro|Hyd    48.8350563       48.4668388       68.5802612       2.50000000      -109.375977    
 Hyd    39.7939987       49.7636681       68.3199997       1.96497178      -3.97699976    
 Acc&!Ani    49.1273308       47.0970001       64.3199997       1.50000000      -3.08799982    
 Acc&!Ani    46.7939987       49.5970001       58.3199997       1.22474492      -2.38000011    
 Don&!Cat    51.2939987       45.0970001       63.8199997       1.50000000      -2.11000013    
 Don&!Cat    47.7939987       48.0970001       58.3199997      0.866025388      -1.01900005    
