    0.00000000e+00    -2.04325342e+01     3.94450065e-01
    4.79000000e-02    -3.59938746e+01     3.13146539e-01
    1.15100000e-01    -4.58239154e+01     2.46528136e-01
    2.06300000e-01    -5.39307686e+01     2.58136090e-01
    3.16100000e-01    -5.66404722e+01     1.99217135e-01
    4.37400000e-01    -5.87821489e+01     2.41147017e-01
    5.62600000e-01    -6.14692914e+01     4.52289658e-01
    6.83900000e-01    -5.95491851e+01     2.34685797e-01
    7.93700000e-01    -6.31592134e+01     2.81763486e-01
    8.85000000e-01    -6.83330309e+01     2.77947221e-01
    9.52100000e-01    -7.53556786e+01     7.27845790e-01
    1.00000000e+00    -8.46279473e+01     6.64697558e-01
