    0.00000000e+00    -3.86169804e+01     1.69822159e+00
    4.79000000e-02    -4.30553074e+01     1.59496700e+00
    1.15100000e-01    -5.03665813e+01     5.48535343e-01
    2.06300000e-01    -5.74689211e+01     2.70484357e-01
    3.16100000e-01    -5.76652317e+01     5.73752524e-01
    4.37400000e-01    -6.06599517e+01     3.78650694e-01
    5.62600000e-01    -5.45259633e+01     1.56195065e-01
    6.83900000e-01    -5.80211248e+01     1.47346914e+00
    7.93700000e-01    -6.13735957e+01     4.88212446e-01
    8.85000000e-01    -5.55626899e+01     9.18605681e-01
    9.52100000e-01    -6.46757222e+01     6.19963738e-01
    1.00000000e+00    -6.82885176e+01     3.51930160e+00
