    0.00000000e+00    -2.10354304e+01     4.16781186e-01
    4.79000000e-02    -3.58887879e+01     3.12900574e-01
    1.15100000e-01    -4.69091142e+01     2.50056017e-01
    2.06300000e-01    -5.25126837e+01     2.37416102e-01
    3.16100000e-01    -5.70543442e+01     2.31540794e-01
    4.37400000e-01    -6.01407983e+01     5.73198431e-01
    5.62600000e-01    -6.13128356e+01     2.34441337e-01
    6.83900000e-01    -5.98840044e+01     2.56411755e-01
    7.93700000e-01    -6.20362328e+01     3.59017539e-01
    8.85000000e-01    -6.70880723e+01     3.73340330e-01
    9.52100000e-01    -7.40296237e+01     6.29297089e-01
    1.00000000e+00    -8.64610511e+01     6.41393859e-01
