    0.00000000e+00    -2.89552422e+01     3.33633172e+00
    4.79000000e-02    -4.45882984e+01     7.76791279e-01
    1.15100000e-01    -5.26124991e+01     2.50401305e-01
    2.06300000e-01    -5.85839674e+01     2.56506188e-01
    3.16100000e-01    -5.75303987e+01     3.45736266e-01
    4.37400000e-01    -5.91995275e+01     3.09750819e-01
    5.62600000e-01    -6.20117141e+01     2.47504406e-01
    6.83900000e-01    -6.08155044e+01     5.18435994e-01
    7.93700000e-01    -5.72598231e+01     6.89300882e-01
    8.85000000e-01    -6.22971904e+01     5.35752965e-01
    9.52100000e-01    -5.77973003e+01     1.13453083e+00
    1.00000000e+00    -8.51572728e+01     2.10608766e+00
