    0.00000000e+00    -3.29995098e+01     1.92780626e+00
    4.79000000e-02    -4.60082152e+01     4.97734137e-01
    1.15100000e-01    -4.86672796e+01     4.74504896e-01
    2.06300000e-01    -5.41769610e+01     2.66630234e-01
    3.16100000e-01    -5.70263059e+01     3.15694488e-01
    4.37400000e-01    -5.92737482e+01     3.59161503e-01
    5.62600000e-01    -5.65785339e+01     4.16833839e-01
    6.83900000e-01    -5.52132477e+01     3.69768778e-01
    7.93700000e-01    -5.58437763e+01     8.39701772e-01
    8.85000000e-01    -6.50853950e+01     6.57452572e-01
    9.52100000e-01    -6.81371928e+01     7.44569093e-01
    1.00000000e+00    -8.63777959e+01     1.90938832e+00
